label	msg
alt.atheism	 Well, I'd say that a murderer is one who intentionally committed a murder. For instance, if you put a bullet into a gun that was thought to contain blanks, and someone was killed with such a gun, the person who actually performed the action isn't the murderer (but I guess this is actually made clear in the below definition). 
alt.atheism	 A human has greater control over his/her actions, than a predominately instictive tiger. 
alt.atheism	 Probably we would have much the same problems with only a slight shift in emphasis. Weekends might not be so inviolate (more common to work 7 days a week in a business), and instead of American Atheists, we would have similar, religious organizations. A persons religious belief seems more as a crutch and justification for actions than a guide to determine actions. Of course, people would have to come up with more fascinating rationalizations for their actions, but that could be fun to watch... 
alt.atheism	 Which begs the question: if Satan in this case is metaphorical, how can you be certain Allah is not the same way? 
alt.atheism	 How does that saying go: Those who say it can't be done shouldn't interrupt those who are doing it. 
alt.atheism	 It amazes me that you have the audacity to say that human creation was not the result of the natural process of evolution (but rather an "act of God") and then in the same post say that these other processes (volcanos et al.) are natural occurrences. Who gave YOU the right to choose what things are natural processes and what are direct acts of God? How do you know that God doesn't cause each and every natural disaster with a specific purpose in mind? It would certainly go along with the sadistic nature I've seen in the bible. 
alt.atheism	 Awright! Bobby's back, in all of his shit-for-brains glory. Just when I thought he'd turned the corner of progress, his Thorazine prescription runs out. 
alt.atheism	 What do you mean by omnipotent here? Do you mean by "omnipotent" that God should be able to do anything/everything? This creates a self-contradictory definition of omnipotence which is effectively useless. 
alt.atheism	 First of all, I'm not your buddy! Second, read what I wrote. I'm not talking about what muslims are ALLOWED to do, merely what *SOME* practice. They consider themselves as muslim as you, so don't retort with the old and tired "they MUST NOT BE TRUE MUSLIMS" bullshit. If I gave you the names what will you do with this information? Is a fatwa going to be leashed out against the perpetrators? Do you honestly think that someone who did it would voluntarily come forward and confess? With the kind of extremism shown by your co-religionaries? Fat chance. 
alt.atheism	 I got just this far. What do you mean by "goal"? I hope you don't mean to imply that evolution has a conscious "goal". 
alt.atheism	 Koff! You mean that as long as I put you to sleep first, I can kill you without being cruel? 
alt.atheism	 It's not the fact that it can't exist that bothers me. It's the fact that you don't seem to be able to define it. 
alt.atheism	 No, do I have to? I'm just commenting that it makes very little sense to consider everything we inherit to be the default. 
alt.atheism	 responds to a lot of grief given to him In article <1993Apr3.095220.24632@leland.Stanford.EDU, galahad@leland.Stanford.EDU (Scott Compton) a.k.a. "The Sagemaster" 
alt.atheism	 The poster casually trashed two thousand years of Jewish history, and Ken replied that there had previously been people like him in Germany. 
alt.atheism	 I find these to be intriguing remarks. Could you give us a bit more explanation here? For example, which religion is anti-semitic, and which aesthetic? 
alt.atheism	 I was replying to a person who attempted to justify the fatwa against Rushdie on the grounds that his work was intentionally insulting. 
alt.atheism	 Then Mr Mozumder is incorrect when he says that when committing bad acts, people temporarily become atheists? 
alt.atheism	 No, Bobby. Stalin killed millions in the name of Socialism. Atheism was a characteristic of the Lenin-Stalin version of Socialism, nothing more. Another characteristic of Lenin-Stalin Socialism was the centralization of food distribution. Would you therefore say that Stalin and Lenin killed millions in the name of rationing bread? Of course not. 
alt.atheism	 It's about time. Why do atheists spend so much time paying attention to the bible, anyway? 
alt.atheism	 Seconded. I cycle to work each day, and if we could just get those damned cars and their cretinous drivers off the road, it would be a lot more fun. 
alt.atheism	 Poor Matthew. A million posters to call "you car drivers" and he chooses me, a non car owner. 
alt.atheism	 Did you check with the Afghans before posting this? They might disagree. 
alt.atheism	 Do you honestly hold to that tripe Charley? For a start there are enough current versions of the Bible to make comparisons to show that what you write above is utter garbage. Witness JW, Mormon, Catholic, Anglican, and Greek Orthodox Bibles. But to really convince you I'd have to take you to a good old library. In our local library we had a 1804 King James which I compared to a brand new, hot of God's tongue Good News Bible. Genesis was almost unrecognisable, many of the discrepencies between the four gospels had been edited from the Good News Bible. In fact the God of Good News was a much more congenial fellow I must say. 
alt.atheism	 I agree, I reckon it's television and the increase in fundamentalism.. You think its the increase in pre-marital sex... others thinks its because psychologists have taken over the criminal justice system and let violent criminals con them into letting them out into the streets... others think it's the increase in designer drugs... others think it's a communist plot. Basically the social interactions of all the changing factors in our society are far too complicated for us to control. We just have to hold on to the panic handles and hope that we are heading for a soft landing. But one things for sure, depression and the destruction of the nuclear family is not due solely to sex out of marriage. 
alt.atheism	 I apologize for posting this. I thought it was only going to talk.origins. I also took my definitions from a 1938 Websters. Nonetheless, the apparent past arguments over these words imply that like 'bimonthly' and 'biweekly' they have no commonly accepted definitions and should be used with care. 
alt.atheism	 Deletions... I did. Now may I suggest, with the greatest possible respect, that you go read some history? 
alt.atheism	 This is not strickly correct. Only by incorrect application of the rules of language, does it seem to work. 
alt.atheism	 Wait a minute. I thought you said that Allah (I presume Allah == God) was unknowable, and yet here you are claiming to know a very concrete fact about him. 
alt.atheism	 So these hypothetical conscious beings can ignore any influences of their circumstances (their genetics, their environment, their experiences) which are not all self-determined? 
alt.atheism	 The Illiad contains more than one word. Ergo: it can not be the Word of God. 
alt.atheism	 Right on, Jon! Who cares who or whose, as long as it works for the individual. But don't try to impose those beliefs on us or our children. I would add the well-funded group tries also to purge science, to deny children access to great wonders and skills. And how about the kids born to creationists? What a burden with which to begin adult life. It must be a cruel awakening for those who finally see the light, provided it is possible to escape from the depths of this type of ignorance. 
alt.atheism	 Here's the (main) problem. The scenario you outline is reasonably consistent, but all the evidence that I am familiar with not only does not support it, but indicates something far different. The Earth, by latest estimates, is about 4.6 billion years old, and has had life for about 3.5 billion of those years. Humans have only been around for (at most) about 200,000 years. But, the fossil evidence inidcates that life has been changing and evolving, and, in fact, disease-ridden, long before there were people. (Yes, there are fossils that show signs of disease... mostly bone disorders, of course, but there are some.) Heck, not just fossil evidence, but what we've been able to glean from genetic study shows that disease has been around for a long, long time. If human sin was what brought about disease (at least, indirectly, though necessarily) then how could it exist before humans? 
alt.atheism	 People with advanced science degrees use state of the art equipment and spend millions of dollars to simulate tornadoes. But tornadoes do not require intelligence to exist. Not only that, the equipment needed is not really 'state of the art.' To study the *products*, yes, but not to generate them. 
alt.atheism	 Of course B.M. is not incorrect. He is defending Islam. When defending Islam against infidels you can say anything and no one will dare criticize you. But when an atheist uses the same argument he is using "petty sarcasm". So B.M. can have his "temporary atheists" whenever he needs them and all the "temporary atheists" can later say that they were always good Muslims because they never explicitly rejected Islam. 
alt.atheism	 I am not aware of any "Turkish Caliphate" viewpoint on this. Can you reference? 
alt.atheism	 Bobby, there's a question here that I just HAVE to ask. If all of your posts aren't some sort of extended, elaborate hoax, why are you trying so hard to convince the entire civilised world that you're feeble minded? You have a talent for saying the most absurd things. Here's a little sign for you, print it, cut it out and put it on top of your computer/terminal. 
alt.atheism	 That's very interesting. I wonder, are women's reactions recorded after a frustrating night with a man? Is that considered to be important? 
alt.atheism	 As you have presented it, it is indeed an argument from incredulity. However, from what I have seen, it is not often presented in this manner. It is usually presented more in the form, "And *besides*, I cannot see... ...nor have I ever been offered a convincing explanation." Moreover, it is not unreasonable to ask for an explanation for such phenomena. That theism does not provide a convincing explanation is not an argument in theism's favor. Especially when different theisms offer different explanations, and even different adherents of what is purportedly the same theism give different explanations... 
alt.atheism	 No, Mathew is proposing a public defence mechanism, not treating the electronic device as an impropriety on the wearer. What he is saying is that the next step beyond what you propose is the permanent bugging of potential criminals. This may not, on the surface, sound like a bad thing, but who defines what a potential criminal is? If the government of the day decides that being a member of an opposition party makes you a potential criminal then openly defying the government becomes a lethal practice, this is not conducive to a free society. 
alt.atheism	 Did you miss my post on this topic with the quote from The Indonesian Handbook and Fred Rice's comments about temporary marriages? If so, I will be glad to repost them. Will you accept that it just may be a practice among some Muslims, if I do? Or will you continue to claim that we are all lying and that it is "not practised at all amongst Muslims". 
alt.atheism	 The first premise and the conclusion are not properly translated as identity statements, since the "is" in those statements is the "is" of predication rather than of identity. Instead, they should be translated using a predicate letter. Using "g" to designate God and "j" to designate Jesus, and the predicate letter "E" for the property of being eternal, the first premise is Eg and the conclusion is Ej. The second premise appears to contain an "is" of identity, in which case it can be properly symbolized as j = g. But your remark that "Jesus is a subset of God" suggests that strict identity is not desired here. If, however, the first premise means that all members making up the set God have the property of being eternal, the same conclusion follows. 
alt.atheism	 If all of those are "is"'s of identity, both syllogisms are valid. If, however, B is a predicate, then the second syllogism is invalid. (The first syllogism, as you have pointed out, is valid--whether B is a predicate or designates an individual.) 
alt.atheism	 Well corrupted the first time is good enough. Seeing that the bible was constructed 400 years after Jesus's death, in the text of merchants (ie-owe this and owe that) I wonder how anyone can take the literal word seriously. Obviously it was not intended for such nonsense, otherwise the authors of the bible would not need to plagerize (sp) off of the Asians for most of the contents that can be interperated to make sense. 
alt.atheism	 The only real problem I have with the argument of christianity is that they seem to ignore their origin that being Asiatic in origin. As soon as christians become the good non ego-centric Buddhists they are supposed to be, then I might listen. 
alt.atheism	 I have an addition to the FAQ regarding "why are there no atheist hospitals." 
alt.atheism	 LIST OF KILLINGS IN THE NAME OF RELIGION 1. Iran-Iraq War: 1,000,000 2. Civil War in Sudan: 1,000,000 3, Riots in India-Pakistan in 1947: 1,000,000 4. Massacares in Bangladesh in 1971: 1,000,000 5. Inquistions in America in 1500s: x million (x=??) 6. Crusades: ?? 
alt.atheism	 This thread seems to be arguing the validity of a religious viewpoint according to some utilitarian principle, i.e. atheism/religion is wrong because it causes death. The underlying `moral' is that death is `wrong'. This is a rather arbitrary measure of validity. 
alt.atheism	 For many atheists, the lack of belief in gods is secondary to an epistemological consideration: what do we accept as a reliable way of knowing? There are no known valid logical arguments for the existence of gods, nor is there any empirical evidence that they exist. Most philosophers and theologians agree that the idea of a god is one that must be accepted on faith. Faith is belief without a sound logical basis or empirical evidence. It is a reliable way of knowing? 
alt.atheism	 Well, if everything wouldn't be okay, then tell us what it is that wouldn't be okay. That is, if religions were no longer tax-exempt, then what would be wrong with their lobbying or otherwise attempting to influence politics? 
alt.atheism	 No, you don't understand. I said that I don't think people can discuss the subjective merits of religion objectively. This should be obvious. People here have said that everyone would be better off without religion, but this almost certainly isn't true. 
alt.atheism	 Well now, we can't judge death until we are dead right? So, why should we judge religion without having experienced it? People have said that religion is bad by any account, and that it is in no way useful, etc., but I don't totally agree with this. Of course, we cannot really say how the religious folk would act had they not been exposed to religion, but some people at least seemed to be helped in some ways by it. 
alt.atheism	 This isn't true. Many people are forced to use the "automobile system." I certainly don't use it by choice. If there were other ways of getting around, I'd do it. 
alt.atheism	 While religion certainly has some benefits in a combat situation, what are the benefits of cocaine? 
alt.atheism	 But you haven't taken into the account of propoganda. Remember, if you asked Germans before WWII if the Jews shoudl be slaughtered, they would probably answer no, but, after the propoganda machine rolled through, at least some were able to tolerate it. 
alt.atheism	 Unfortunately your phrasing is ambiguous. Re-writing more carefully, we have (at least) two possibilities. The first: 
alt.atheism	 As far as I know, tigers are not sentient. If I were pushed into a pool with some dolphins and they attacked me, I might be inclined to blame the dolphins rather than the person doing the pushing, as (a) dolphins are not usually aggressive and (b) they seem to have well-developed brains and a capacity for abstract thought. 
alt.atheism	 Don't be so sure. Look what happened to Japanese citizens in the US during World War II. If you're prepared to say "Let's round these people up and stick them in a concentration camp without trial", it's only a short step to gassing them without trial. After all, it seems that the Nazis originally only intended to imprison the Jews; the Final Solution was dreamt up partly because they couldn't afford to run the camps because of the devastation caused by Goering's Total War. Those who weren't gassed generally died of malnutrition or disease. 
alt.atheism	 Yes I fully agree with that, but is it "I don't believe gods exist", or "I believe no gods exist"? As MANDTBACKA@FINABO.ABO.FI (Mats Andtbacka) pointed out, it all hinges on what you take the word "believe" to mean. 
alt.atheism	 Tail-recursive functions in Scheme are at least as efficient as iterative loops. Anyone who doesn't program in assembler will have heard of optimizing compilers. 
alt.atheism	 off of hands being a punishment for theft in Saudi Arabia. Assuming this is so (I wouldn't know), and assuming it is done by people fitting your requirement for "muslim" (which I find highly likely), then would you please try to convince Bobby Mozumder that muslims chop people's hands off? 
alt.atheism	 The above is probably not the most representative paragraph, but I thought I'd hop on, anyway... 
alt.atheism	 At the cost of repudiating the FAQ, I think too much is made of the where we're continually attacked on the basis that strong atheists "believe" in the non-existence of god, I think the separation is a valid one. 
alt.atheism	 Another mistake. Sorry, I should have read alt.,messianic more carefully. Benedikt 
alt.atheism	 Well, this particular thread of vituperation slopped its venom over arguments against our belief system, without resorting to accusing others of bigotry. It's somewhat ironic that our exposure to bigotry happens in this instance to have originated in rec.scouting, since I always understood scouting to teach tolerance and diversity. I understand bigotry to be irrational prejudice against other people who happen to be of a different race, religion, ethnic background, sex, or other inconsequential characteristics. All the evidence I've seen indicates that sexual orientation and lack of belief in gods are exactly such inconsequential characteristics. Thus, pending further evidence, I conclude that those who show prejudice against such people are bigots, and organizations that exclude such people are discriminatory. 
alt.atheism	 No it in the way it is usually used. In my view, you are saying here that driving a car requires faith that the car drives. 
alt.atheism	 This (frayed) thread has turned into a patented alt.atheism 5-on-1 ping-pong game, and I don't have any strong disagreement, so I'll try to stick to the one thing I don't quite follow about the argument: 
alt.atheism	 Not necessarily, especially if the rapist is known as such. For instance, if you intentionally stick your finger into a loaded mousetrap and get snapped, whose fault is it? 
alt.atheism	 For the last time, Bobby. Lack of belief in YOUR god does NOT imply atheism. Just because some moslems aren't moral does not mean they don't believe in a god named Allah, although their Allah may not do the things your Allah does. If a moslem says he/she believes that a god exists, he/she is a theist (though maybe not a TRUE follower of islam). 
alt.atheism	 The amount of energy being spent on ONE LOUSY SYLLOGISM says volumes for the true position of reason in this group. 
alt.atheism	 Well, I could use the argument that some here use about "nature" and claim that you cannot have superhuman powers because you are a human; superhuman powers are beyond what a human has, and since you are a human, any powers you have are not beyond those of a human. Hence, you cannot have superhuman powers. Sound good to you? 
alt.atheism	 Well, it's obvious that you *don't* attempt, otherwise you would be aware that they *don't* all "loudly [claim] to be the One True Christian". 
alt.atheism	 Assuming you are presenting it accurately, I don't see how this argument really leads to any firm conclusion. The material in John (I'm not sure exactly what is referred to here, but I'll take for granted the similarity to the Matt./Luke "Q" material) IS different; hence, one could have almost any relationship between the two, right up to John getting it straight from Jesus' mouth. 
alt.atheism	 If you're talking about this intellectual engagement of revelation, well, it's obviously a risk one takes. 
alt.atheism	 Could you expand on your definition of knowing? It seems a bit monolithic here, but I'm not sure that you intend that. Don't we need, for example, to distinguish between "knowing" 2 plus 2 equals 4 (or 2 apples plus 2 apples equals 4 apples), the French "knowing" that Jerry Lewis is an auteur, and what it means to say we "know" what Socrates said? 
alt.atheism	 It can be painless, so it isn't cruel. And, it has occurred frequently since the dawn of time, so it is hardly unusual. 
alt.atheism	 If there is truly no alternative, then you have no basis whatsoever for your claim. The usual line here, which you call "a prejudgment of atheism", and dispute, is that reason is all we have. Here you admit that you have no alternative, no possible basis for the claim that there is anything other than reason or that reason is inapplicable in religious knowledge, except possibly that reason conflicts with "religious knowledge". 
alt.atheism	 My argument is mainly a proposal of what I think is a plausible argument against extra-marital sex -- one which I personally believe has some truth. My main purpose for posting it here is to show that a _plausible_ argument can be made against extra-marital sex. At this stage I am not saying that this particular viewpoint is proven or anything like that, just that it is plausible. To try to convince you all of this particular point of view, I would probably have to do a lot of work researching what has been done in this field, etc., in order to gather further evidence, which I simply do not have time to do now. 
alt.atheism	 Note that I _never_ said that depression and the destruction of the nuclear family is due _solely_ to extra-marital sex. I specifically said that it was "a prime cause" of this, not "the prime cause" or "the only cause" of this -- I recognize that there are probably other factors too, but I think that extra-marital sex and subsequent destabilization of the family is probably a significant factor to the rise in psychological problems, including depression, in the West in the 20th century. 
alt.atheism	 Okay... I argued this thoroughly about 3-4 weeks ago. Men and women are different ... physically, physiologically, and psychologically. Much recent evidence for this statement is present in the book "Brainsex" by Anne Moir and David Jessel. I recommend you find a copy and read it. Their book is an overview of recent scientific research on this topic and is well referenced. 
alt.atheism	 Well, from an Islamic viewpoint, homosexuality is not the norm for society. I cannot really say much about the Islamic viewpoint on homosexuality as it is not something I have done much research on. 
alt.atheism	 How about this description: "An object that is, at one time, both a Euclidean square and a Euclidean circle"? I hold that no object satisfying this description could exist. The description is inconsistent, and hence describes an object that could not exist. Now, suppose someone pointed to a bicycle, and said, "That object is, at one time, both a Euclidean square and a Euclidean circle." This does not mean that the bicycle does not exist, it measn that the description was incorrectly applied. 
alt.atheism	 Sorry, I was, but I somehow have misplaced my diskette from the last couple of months or so. However, thanks to the efforts of Bobby, it is being replenished rather quickly! 
alt.atheism	 Sorry, Bill, I had to clear this up. There may be good evolutionary arguments against homosexuality, but these don't qualify. 
alt.atheism	 Yesterday, I got the chance to hear Kurt Vonnegut speak at the University of New Hampshire. Vonnegut succeeded Isaac Asimov as the (honorary?) head of the American Humanist Association. (Vonnegut is an atheist, and so was Asimov) Before Asimov's funeral, Vonnegut stood up and said about Asimov, "He's in heaven now," which ignited uproarious laughter in the room. (from the people he was speaking to around the time of the funeral) 
alt.atheism	 You and Mr. bobby really need to sit down and decide what exactly Islam *is* before posting here. 
alt.atheism	 Could you explain what any of the above pertains to? Is this a position statement on something or typing practice? 
alt.atheism	 I could give much the same testimonial about my experience as a scout back in the 1960s. The issue wasn't gays, but the principles were the same. Thanks for a well put testimonial. Stan Krieger and his kind who think this discussion doesn't belong here and his intolerance is the only acceptable position in scouting should take notice. The BSA has been hijacked by the religious right, but some of the core values have survived in spite of the leadership and some scouts and former scouts haven't given up. Seeing a testimonial like this reminds me that scouting is still worth fighting for. 
alt.atheism	 Isn't that what I said ... What are you taking issue with here, your remarks are merely parenthetical to mine and add nothing useful. 
alt.atheism	 If your science teacher tells you glass is a liquid, try to get a different science teacher B^). Glass is a supercooled fluid, it is not a liquid (except at very high temperatures). The definition of liquid includes "readily takes the form of its container". Let's try to be more accurate here. We don't want people to think we're creationists now do we? 
alt.atheism	 I disagree: every proposition needs a certain amount of evidence and support, before one can believe it. There are a miriad of factors for each individual. As we are all different, we quite obviously require different levels of evidence. 
alt.atheism	 No cookies, Charlie. The claims that Jesus have been seen are discredited as extraordinary claims that don't match their evidence. In this case, it is for one that the gospels cannot even agree if it was Jesus who has been seen. Further, there are zillions of other spook stories, and one would hardly consider others even in a religious context to be some evidence of a resurrection. 
alt.atheism	 accept the charge of apostacy, because I have never in my adult life affirmed any belief, and what one has not affirmed one can not be said to have apostasized from. The Islam I know states clearly that 'there can be no coercion in matters of religion'. The many Muslims I respect would be horrified by the idea that they belong to their faith *purely by virtue of birth*, and that a person who freely chose not to be a Muslim could therefore be put to death." Salman Rushdie, "In Good Faith", 1990 
alt.atheism	 Actually, the story goes that Lucifer refused to bow before MAN as God commanded him to. Lucifer was devoted to God. 
alt.atheism	 I think this is a big leap sex-depression. One example is myself, where no sex-depression :) But, seriously 1) promiscuity is on a decline, depression is not and 2) it might be more reasonable to say depression-promiscuity. I think depression is more likely to come from emotional problems (relationships, family, job, friends) and promiscuity is used as an escape. Since I see marriage as a civil and religious bond rather than an emotional bond, I don't see a problem with sex before (not outside of) marriage so long as you have the same commitment and devotion as what is expected from a married couple. Of course, this is just my opinion. 
alt.atheism	 I see, it is not rational, but it is intellectual. Does madness qualify as intellectual engagement, too? 
alt.atheism	 From what I read, the other fellow told Salameh how to put it together over the phone. The bomb was supposedly some sort of sophisticated type, so to put a (I assume complicated) sophisticated bomb together from instructions _over the phone_ (!) one must need some brains I would expect. 
alt.atheism	 Are you making a meta-argument here? In any case, you are wrong. Think of those invisible pink unicorns. 
alt.atheism	 But of course YOUR version of YOUR position has been included in the Charley Challenges, so your claim above is a flat-out lie. Further, only last week you claimed that you "might not" answer the Challenges because you were turned off by "included text". So which is it, do you want your context included in my articles or not? Come to think of it, this contradiction has the makings of a new entry in the next Challenges post. 
alt.atheism	 New in this version: challenge #5, plus an addendum summarizing Charley's responses to-date.. 
alt.atheism	 But, the goal need not be a subjective one. For instance, the goal of natural morality is the propogation of a species, perhaps. It wasn't really until the more intelligent animals came along that some revisions to this were necessary. Intelligent animals have different needs than the others, and hence a morality suited to them must be a bit more complicated than "the law of the jungle." I don't think that self-actualization is so subjective as you might think. And, by objectivity, I am assuming that the ideals of any such system could be carried out completely. 
alt.atheism	 I have a request for those who would like to see Charley Wingate respond to the "Charley Challenges" (and judging from my e-mail, there appear to be quite a few of you.) 
alt.atheism	 No, the argument says John has known Q, ie a codified version of the logia, and not the original, assuming that there has been one. It has weaknesses, of course, like that John might have known the original, yet rather referred to Q in his text, or that the logia were given in a codified version in the first place. 
alt.atheism	 I'm not saying this at all - it requires no faith on my part to say the car drives because I've seen it drive - I've done more than at in fact - I've actually driven it. (now what does require some faith is the belief that my senses give an accurate representation of what's out there....) But there is NO evidence - pro or con - for the existence or non-existence of God (see what I have to say below on this). 
alt.atheism	 When you say, "By definition", what exactly is being defined; certainly not omnipotence. You seem to be saying that the "rules of nature" are pre-existant somehow, that they not only define nature but actually cause it. If that's what you mean I'd like to hear your further thoughts on the question. 
alt.atheism	 This is really tedious. Every bad thing that's ever happened is because the malefactors were under the influence of religion - does anyone -really- believe that. I've seen it so often it must be a pretty general opinion in a.a, but I want to believe that atheists are really not THAT dishonest. Please, stick to the facts and, having accomplished that, interpret them correctly. 
alt.atheism	 Could you explain what any of this pertains to? Is this a position statement on something or typing practice? And why are you using my name, do you think this relates to anything I've said and if so, what. 
alt.atheism	 Ideologies also split, giving more to disagree upon, and may also lead to intolerance. So do you also oppose all ideologies? 
alt.atheism	 You misrepresent me, Selim. The hard evidence for my statements about his lack of objectivity are presented quite clearly in the book "Orientalism" by Edward Said. Edward Said, by the way, is a Christian, not a Muslim. 
alt.atheism	 I think the problem here is that I pretty much ignored the part about the Jews sightseeing for 2000 years, thinking instead that the important part of what the original poster said was the bit about killing Palestinians. In retrospect, I can see how the sightseeing thing would be offensive to many. I originally saw it just as poetic license, but it's understandable that others might see it differently. I still think that Ken came on a bit strong though. I also think that your advice to Masud Khan: 
alt.atheism	 Archive-name: atheism/faq Alt-atheism-archive-name: faq Last-modified: 5 April 1993 Version: 1.1 
alt.atheism	 Archive-name: atheism/logic Alt-atheism-archive-name: logic Last-modified: 5 April 1993 Version: 1.4 
alt.atheism	 Archive-name: atheism/overview Alt-atheism-archive-name: overview Last-modified: 5 April 1993 Version: 1.2 
alt.atheism	 I don't think there is really any question about which god the courts mean. The request for solemnly swearing, so help you god, is always made after a request to pick up the bible in your left hand and hold up your right hand. In the courts of NC, at least, it is always an old and new testament. 
